,Mashup,k = 1,k = 2,k = 3,k = 4,k = 5,k = 6,k = 7,k = 8,k = 9,k = 10
0,http://www.programmableweb.com/mashup/weglore-geotag-photos-geo-news,0.19999999999999998,0.09999999999999999,0.13239246923116607,0.1136280179424454,0.09090241435395632,0.08467859967301933,0.08118957981638482,0.07104088233933671,0.0631474509682993,0.07376267842888906
1,http://www.programmableweb.com/mashup/moonotes,0.4999999999999999,0.43539540594929904,0.2902636039661994,0.36047626862316035,0.4197592969135752,0.4688121099384286,0.40183895137579595,0.35160908245382144,0.35611632803331666,0.35265683578161766
2,http://www.programmableweb.com/mashup/maco-travel-cms,1.0,0.584672453335249,0.45345324765078604,0.3837177175409383,0.3398959543865739,0.3142754232149434,0.30240107402256483,0.2844315455734884,0.2528280405097674,0.2542486387562236
3,http://www.programmableweb.com/mashup/sdmx-sax-faces,0.0,0.0,0.0,0.0,0.013333333333333336,0.029629629629629634,0.06937030577191217,0.060699017550423146,0.053954682267042794,0.06433271673223477
4,http://www.programmableweb.com/mashup/magic-mosaic,0.4444444444444444,0.2222222222222222,0.1787907507107269,0.2016767491967179,0.26622173807450017,0.24250884678412152,0.22972554684223095,0.23520785217974877,0.22198068963807802,0.21090399237836097
5,http://www.programmableweb.com/mashup/streamboxr,0.1666666666666667,0.08333333333333336,0.08548195192193407,0.06411146394145055,0.05128917115316044,0.042740975960967036,0.03663512225225746,0.032055731970725275,0.028493983973978024,0.0319535939818659
6,http://www.programmableweb.com/mashup/geoloqi-wikipedia-layer,0.1666666666666667,0.19686436964131626,0.343270500923529,0.3964994301546211,0.38169444155152865,0.4097359187518883,0.37177538547450173,0.325303462290189,0.3186459400154448,0.3445507831410486
7,http://www.programmableweb.com/mashup/ifixit-android,0.0,0.00925925925925926,0.025646299619625012,0.033929345574332914,0.027143476459466333,0.03648534095189465,0.03127314938733827,0.037767672075653555,0.04165475572123559,0.043993025872588166
8,http://www.programmableweb.com/mashup/weather-text-machine-jforaker,0.0,0.08333333333333336,0.1820079097175221,0.1584922676983753,0.14874166772791572,0.14150776956669978,0.1212923739143141,0.13109008777597445,0.11652452246753284,0.11268249411904374
9,http://www.programmableweb.com/mashup/duplicate-content-checker,0.25,0.21769770297464958,0.14513180198309972,0.1528566105643205,0.16045025426073367,0.16715643814038728,0.1632043826608208,0.1428038348282182,0.1269367420695273,0.13877195483225363
10,http://www.programmableweb.com/mashup/windshield-repair-tech,1.0,0.5,0.43452040028032884,0.4036413587012649,0.3760070977285969,0.3133392481071641,0.26857649837756925,0.2721475103414285,0.265747214868713,
11,http://www.programmableweb.com/mashup/ibeeking,1.0,0.5,0.4166666666666667,0.3125,0.28483281572999747,0.2373606797749979,0.2034520112357125,0.17802050983124842,,
12,http://www.programmableweb.com/mashup/moves-elizabeth,1.0,0.8017766952966369,0.7241963281073742,0.6810914199046898,0.6531574071712137,0.678420814996739,0.6613854651476762,0.6338572089422151,0.6042489028567983,
13,http://www.programmableweb.com/mashup/anythingtohtml,0.0,0.01041666666666667,0.006944444444444447,0.005208333333333335,0.00985702260395516,0.014480636385672235,0.017674598608237207,0.019850347075486295,0.02314653161258501,0.026121652496503566
14,http://www.programmableweb.com/mashup/simple-latitude,0.0,0.0,0.007936507936507938,0.019670575843150125,0.0157364606745201,0.01311371722876675,0.016598432745684667,,,
15,http://www.programmableweb.com/mashup/criminaldatabase,0.3333333333333334,0.2425569668769133,0.2571620619620025,0.22492727844222712,0.21562202599951813,0.1796850216662651,0.1756212787304737,0.1666674830338591,0.17280551509002587,0.17131388163172345
16,http://www.programmableweb.com/mashup/controlmobile,0.4999999999999999,0.34374999999999994,0.3680555555555555,0.27604166666666663,0.2908333333333333,0.27505637882634754,0.263184983982077,0.2599069415708849,0.23102839250745325,0.22507042441984568
17,http://www.programmableweb.com/mashup/zabra,0.4999999999999999,0.34374999999999994,0.3680555555555555,0.27604166666666663,0.2908333333333333,0.27505637882634754,0.263184983982077,0.2599069415708849,0.23102839250745325,0.22507042441984568
18,http://www.programmableweb.com/mashup/sap-fico-jobs,0.4999999999999999,0.24999999999999994,0.27777777777777773,0.30208333333333326,0.3216666666666666,0.2680555555555555,0.30789307057305143,0.3195174802074598,0.2840155379621865,0.29268505197783334
19,http://www.programmableweb.com/mashup/jobjolly,1.0,0.5,0.4166666666666667,0.375,0.35,0.3333333333333333,0.33921061925631923,0.32967731357729924,0.2930465009575993,0.28727738476777215
20,http://www.programmableweb.com/mashup/segment,0.3333333333333334,0.1666666666666667,0.11111111111111115,0.08333333333333336,0.07259259259259261,0.06898148148148149,0.06606502216609926,0.05780689439533685,0.05138390612918831,0.04624551551626948
21,http://www.programmableweb.com/mashup/placeprint,0.4999999999999999,0.24999999999999994,0.27777777777777773,0.30208333333333326,0.2416666666666666,0.23007477973475288,0.22812091971166068,0.1996058047477031,0.1774273819979583,0.1737194726216595
22,http://www.programmableweb.com/mashup/dino-map,0.0,0.0,0.0,0.015625,0.0125,0.010416666666666666,0.008928571428571428,0.0078125,0.006944444444444444,0.00625
23,http://www.programmableweb.com/mashup/click4support,0.19999999999999998,0.16035533905932736,0.10690355937288491,0.10151650429449552,0.0950306449032019,0.10136755870579446,0.08688647889068098,0.07602566902934585,0.07312351300332313,0.06581116170299081
24,http://www.programmableweb.com/mashup/nostalgia,0.25,0.25,0.3007896423540608,0.2945643186776252,0.28979359056583115,0.30855614664855635,0.29632391175557926,0.31846613685229913,0.30851944901419204,0.3054035377339156
25,http://www.programmableweb.com/mashup/posto,1.0,0.5,0.4166666666666667,0.375,0.35,0.3333333333333333,0.33921061925631923,0.32967731357729924,0.2930465009575993,0.28727738476777215
26,http://www.programmableweb.com/mashup/booksteam-online-scheduling,0.055555555555555566,0.027777777777777783,0.03959391087884626,0.0296954331591347,0.023756346527307758,0.01979695543942313,0.01696881894807697,0.01484771657956735,0.016911422667690246,0.019339287935572942
